open_nutrition_id,name_pl,alternate_names_pl
fd_1GS7CdwBtcPl,Ghee,"[""masło klarowane"", ""masło ghee"", ""klarowane masło indyjskie""]"
fd_1H1lAL4rXMAO,Tłuczony pochrzyn,"[""iyan"", ""pochrzyn tłuczony"", ""purée z jamu""]"
fd_1HEQ4EB2NtEd,"Burrito wegańskie, mrożone","[""burrito"", ""burrito roślinne"", ""mrożone burrito""]"
fd_1HWd1aT9G73v,Gruszki Bartlett,"[""gruszki williams"", ""gruszka bartlett"", ""gruszki""]"
fd_1IOvn3V7DFWx,Udo z indyka pieczone ze skórą,"[""pieczone udo indyka"", ""podudzie indyka pieczone"", ""noga indyka ze skórą""]"
fd_1IiFJZWVgXD7,"Filet z karmazyna czarnego ze skórą, surowy","[""czarny dorsz filet"", ""filet z sablefish"", ""karmazyn czarny surowy""]"
fd_1J5kMdeGPq4s,Fish and chips z filetem z soli,"[""sola z frytkami"", ""ryba z frytkami"", ""sola w cieście""]"
fd_1JCq4ccftN5K,Budyń truskawkowy w proszku,"[""budyń truskawkowy"", ""kisiel truskawkowy w proszku"", ""deser truskawkowy w proszku""]"
fd_1JVYW0SwV6WW,Café con leche,"[""kawa z mlekiem"", ""kawa portorykańska""]"
fd_1JbJhjvkOKxY,Sos pomidorowo-śmietanowy z wódką,"[""sos z wódką"", ""sos do makaronu z wódką"", ""różowy sos pomidorowy""]"
fd_1K4q7UKTuxhh,Makaron gryczany,"[""soba"", ""kluski gryczane"", ""makaron z mąki gryczanej""]"
fd_1KJvtD3bHsKz,Sałatka owocowa z sosem,"[""sałatka z owoców z polewą"", ""owoce z sosem"", ""deser z sałatki owocowej""]"
fd_1Kg6alz1jmjH,"Szpinak z pieczarkami, gotowany","[""szpinak z grzybami"", ""duszony szpinak z pieczarkami"", ""szpinak smażony z pieczarkami""]"
fd_1LV4qpa2lKGe,Wino Gamay,"[""gamay"", ""wino czerwone gamay"", ""beaujolais""]"
fd_1M3sjBM7igoe,Bagietka z pastrami,"[""kanapka z pastrami"", ""pastrami w bułce""]"
fd_1MDb4XIRtKex,Ryba pieczona,"[""pieczona ryba"", ""ryba z piekarnika"", ""filet ryby pieczony""]"
fd_1MoqQSjIvcEK,Burrito śniadaniowe,"[""burrito z jajkiem"", ""tortilla śniadaniowa"", ""burritos""]"
fd_1Mp1ub4SN728,Wino Montepulciano d'Abruzzo,"[""wino czerwone montepulciano"", ""montepulciano"", ""wino włoskie czerwone""]"
fd_1OfXCmTzAA80,Marynowane mango (amba),"[""amba"", ""sos amba"", ""pikle z mango""]"
fd_1OhbYZGZ4Rpn,Speculoos,"[""ciastka speculoos"", ""korzenne ciasteczka"", ""biscoff""]"
fd_1Ou2RfjZi6aX,Granola wegańska,"[""granola roślinna"", ""granola bez nabiału"", ""musli wegańskie""]"
fd_1PMCf1zpbXWO,Liście winogron faszerowane,"[""dolmades"", ""dolma"", ""warak enab"", ""faszerowane liście winorośli""]"
fd_1QY61ZTWP0uM,Kawałek pizzy ze szpinakiem i fetą,"[""pizza ze szpinakiem"", ""pizza z fetą"", ""kawałek pizzy szpinak feta""]"
fd_1Qi4U0QpRBbu,"Dynia Delicata, gotowana","[""dynia delicata pieczona"", ""dynia gotowana"", ""delicata""]"
fd_1QsfhxZIrQDc,Jogurt z białkiem grochu,"[""jogurt roślinny z grochu"", ""jogurt grochowy"", ""roślinny jogurt""]"
fd_1SRy5RMlN1T5,Lachssemmel,"[""bułka z łososiem"", ""kajzerka z wędzonym łososiem"", ""kanapka z łososiem""]"
fd_1Soomd2hPteU,Zeytinyağlı yaprak sarma,"[""sarma"", ""dolma"", ""faszerowane liście winorośli w oliwie""]"
fd_1U1NE0FSyGFq,"Makaron z serem o obniżonej zawartości tłuszczu, mrożony","[""makaron serowy mrożony"", ""zapiekanka makaronowa z serem"", ""makaron z serem light""]"
fd_1UqyS0llUvJW,Sos teriyaki o obniżonej zawartości sodu,"[""sos teriyaki mało solony"", ""teriyaki niskosodowy"", ""sos teriyaki light""]"
fd_1V4xW9Y4Xw8K,Krakersy wielozbożowe,"[""krakersy pełnoziarniste"", ""pieczywo chrupkie wielozbożowe"", ""krakers wielozbożowy""]"
fd_1VM4clb7lIEz,Halibut w skorupce z ziół,"[""halibut z ziołami"", ""pieczony halibut"", ""halibut w ziołach""]"
fd_1VWI9G8nzCth,Ser pleśniowy stilton,"[""stilton"", ""ser stilton"", ""ser niebieski pleśniowy""]"
fd_1VYQ8cIXFpsZ,Drv Doža,"[""ćevapi z chlebem"", ""serbskie ćevapi"", ""cevapcici z cebulą""]"
fd_1W7jHuOjzTbD,Paprikás csirke,"[""kurczak paprykarz"", ""kurczak po węgiersku"", ""paprykarz z kurczaka""]"
fd_1WMh8Ia6FncY,Sałatka taco z czarną fasolą,"[""sałatka meksykańska"", ""sałatka z czarną fasolą""]"
fd_1WW2USa5QVA8,Bajgiel pizza,"[""bajgiel zapiekany"", ""pizza na bajglu"", ""zapiekanka z bajgla""]"
fd_1XlgCVJrVVYs,Dynia delicata nadziewana komosą ryżową,"[""dynia z komosą"", ""faszerowana dynia"", ""dynia nadziewana quinoa""]"
fd_1XpsjFH3riE1,Risoles,"[""risolki"", ""indonezyjskie krokiety"", ""smażone naleśniki z farszem""]"
fd_1YgUmfeliZrK,Czerwone curry z krewetkami,"[""curry z krewetkami"", ""tajskie czerwone curry"", ""gaeng phed z krewetkami""]"
fd_1Z4JY7cRs9Bg,Woda gazowana,"[""woda sodowa"", ""woda mineralna gazowana"", ""woda z gazem""]"
fd_1Z4cRTC4vmPX,Kruszonka z rabarbarem,"[""rabarbar z kruszonką"", ""crumble z rabarbaru"", ""deser z rabarbaru""]"
fd_1Zr72Lun8xsL,Ser topiony w plastrach,"[""plastry sera topionego"", ""ser kanapkowy"", ""ser amerykański""]"
fd_1amAgGPjjIIo,Wrap z kurczakiem i sosem Cezar,"[""tortilla z kurczakiem cezar"", ""wrap cezar"", ""roladka z kurczakiem cezar""]"
fd_1auvQwZ5xdfU,Herbatniki graham cynamonowe,"[""krakersy graham z cynamonem"", ""ciastka graham cynamonowe"", ""graham cynamonowy""]"
fd_1bRjb9wWi9pS,Aromatyzowana zabielacz do kawy bez cukru,"[""zabielacz do kawy bez cukru"", ""śmietanka do kawy bez cukru"", ""mleczko do kawy smakowe""]"
fd_1bamKWLMbgyX,Sabich,"[""izraelska kanapka z bakłażanem"", ""pita z bakłażanem i jajkiem"", ""sabih""]"
fd_1bnWjq9LEbMX,Ensalada mixta,"[""sałatka mieszana"", ""argentyńska sałatka mieszana"", ""sałatka z pomidorem i cebulą""]"
fd_1c5cf5UXZPDS,Miękkie precle z masłem czosnkowym,"[""precle czosnkowe"", ""precel z masłem czosnkowym"", ""miękkie precle""]"
fd_1cbOxS6i3Y7f,"Skórka z cytryny, suszona","[""suszona skórka cytrynowa"", ""otarta skórka cytrynowa"", ""skórka cytrynowa""]"
fd_1d19LwIsLyOk,Precel faszerowany kiełbasą i serem,"[""precel z kiełbasą"", ""precel z serem"", ""precel faszerowany""]"
fd_1d9IafnniDDe,Champ,"[""irlandzkie purée z ziemniaków"", ""ziemniaki z dymką"", ""purée ziemniaczane ze szczypiorkiem""]"
fd_1dASJIPp8scM,"Ciasto na ciastka bezglutenowe, mrożone","[""mrożone ciasto na ciasteczka"", ""bezglutenowe ciasto na ciastka"", ""masa na ciastka bez glutenu""]"
fd_1dlNap4VOBhk,Bingsu (mrożone wiórki lodowe),"[""bingsoo"", ""patbingsu"", ""koreański deser lodowy"", ""kruszony lód""]"
fd_1dpepTNcGhCd,Kiełbasa włoska jako dodatek,"[""kiełbaska włoska"", ""kiełbasa z grilla"", ""kiełbasa włoska grillowana""]"
fd_1eYmJghhwwgV,Precelki o smaku musztardowym,"[""precle musztardowe"", ""precelki musztarda"", ""precle z musztardą""]"
fd_1ebp0hJqrG6l,Calamari a la romana,"[""kalmary w cieście"", ""smażone kalmary"", ""krążki kalmara"", ""calamari""]"
fd_1ggqsOvbHStR,Drożdżówka z rodzynkami,"[""bułka z rodzynkami"", ""słodka bułka z rodzynkami"", ""drożdżówka rodzynkowa""]"
fd_1h45s8DnYLGU,"Łosoś keta, gotowany","[""keta gotowana"", ""łosoś keta"", ""ugotowany łosoś keta""]"
fd_1h6LAGMbToyp,Sałatka z brokułów na słodko,"[""słodka sałatka brokułowa"", ""sałatka brokułowa z sosem"", ""sałatka z brokuła""]"
fd_1i5qBuZwQpyt,Żeberka wołowe,"[""żeberka z wołowiny"", ""wędzone żeberka wołowe"", ""żeberka bbq""]"
fd_1iIhvOdiqyha,"Napój owsiany waniliowy, słodzony","[""mleko owsiane waniliowe"", ""napój owsiany wanilia"", ""owsiane mleko słodzone""]"
fd_1iZifZZhtdW9,Gofr belgijski z kawałkami czekolady,"[""gofr belgijski"", ""gofr z czekoladą"", ""gofry czekoladowe""]"
fd_1jPILE1iPMEU,Zupa pepperpot,"[""pepperpot"", ""karaibska zupa mięsna"", ""zupa gujańska""]"
fd_1jVawkYKBIX5,Naengmyeon (zimny makaron gryczany),"[""naengmyun"", ""koreański zimny makaron"", ""makaron gryczany na zimno""]"
fd_1kjBPzaRHTe9,Cheesesteak z kurczakiem,"[""kanapka z kurczakiem i serem"", ""philly z kurczakiem""]"
fd_1l7nnpixYRDw,Mochi z zieloną herbatą,"[""mochi matcha"", ""ciastko ryżowe matcha"", ""mochi""]"
fd_1lPdoLkLhjaj,Barszcz ukraiński z wołowiną,"[""barszcz z wołowiną"", ""barszcz czerwony z mięsem"", ""barszcz ukraiński""]"
fd_1lr4Ay6Sh9wa,Smażona flądra,"[""flądra panierowana"", ""flądra z patelni"", ""smażona ryba flądra""]"
fd_1n37CW6egfZs,"Mięso węża, gotowane","[""wąż gotowany"", ""gotowane mięso węża""]"
fd_1oFLn8tgKpLW,Puré de papas,"[""purée ziemniaczane"", ""puree z ziemniaków"", ""ziemniaki tłuczone""]"
fd_1pf5XexKLble,Pasta pistacjowa,"[""masło pistacjowe"", ""krem pistacjowy"", ""mielone pistacje""]"
fd_1rOsIOLHQwlC,Kalafior romanesco,"[""romanesco"", ""brokuł romanesco"", ""kalafior zielony""]"
fd_1sLCfSaPNK4v,Szarpana wieprzowina,"[""wieprzowina szarpana"", ""mięso szarpane""]"
fd_1sTpDDPlXCp3,Mini burgery,"[""sliders"", ""małe burgery"", ""mini hamburgery""]"
fd_1tJv5ffX7Xo9,Ma'amoul,"[""maamoul"", ""ciastka z daktylami"", ""arabskie ciastka daktylowe""]"
fd_1ttCMFl4Je3E,Cordeiro,"[""jagnięcina z grilla"", ""brazylijska jagnięcina"", ""jagnięcina churrasco""]"
fd_1uFWTcfVqnWZ,Zupa wołowa z kaszą pęczak,"[""zupa z wołowiną i pęczakiem"", ""krupnik z wołowiną"", ""zupa jęczmienna z wołowiną""]"
fd_1uRFALhISSa7,Mrożona latte waniliowa bez mleka,"[""wegańska kawa mrożona waniliowa"", ""roślinne latte mrożone"", ""frappe waniliowe roślinne""]"
fd_1ud4uKri5U9R,Ziemniak zapiekany z dodatkami,"[""pieczony ziemniak z dodatkami"", ""ziemniak z piekarnika""]"
fd_1udqvRPXfqvL,Melon Crenshaw,"[""melon"", ""crenshaw"", ""odmiana melona""]"
fd_1uyAn44Q50H3,Wrap z hummusem i warzywami,"[""wrap warzywny"", ""wrap wegetariański"", ""tortilla z hummusem""]"
fd_1v9iHvTOjvPk,Char siu bao,"[""bułeczki na parze z wieprzowiną"", ""bao z wieprzowiną"", ""chińskie bułeczki bao""]"
fd_1w9PRI0579ya,Edamame prażone,"[""prażona soja"", ""prażone ziarna soi"", ""edamame suszone prażone""]"
fd_1wjlUldpqgWs,Ful medames,"[""foul"", ""bób po libańsku"", ""pasta z bobu""]"
fd_1xMQgTq1s2zx,Quiche z brokułami i serem,"[""tarta z brokułami i serem"", ""quiche brokułowy"", ""placek quiche z brokułami""]"
fd_1xqGNyHn8sXU,Arroz con dulce,"[""ryż na mleku kokosowym"", ""portorykański pudding ryżowy"", ""słodki ryż kokosowy""]"
fd_1y7TtELqPDz3,"Czekolada mleczna, dropsy","[""dropsy czekoladowe mleczne"", ""kawałki czekolady mlecznej"", ""czekolada do pieczenia mleczna""]"
fd_1yJb1PHPVUvV,Chleb czosnkowy,"[""pieczywo czosnkowe"", ""bagietka czosnkowa"", ""tost czosnkowy"", ""grzanki czosnkowe""]"
fd_1z0kYG1VE3Lp,"Pierś z indyka, surowa","[""filet z indyka"", ""indyk surowy"", ""mięso z indyka""]"
fd_1zN41TnqxMW5,Wino białe,"[""białe wino"", ""wino białe wytrawne"", ""chardonnay""]"
fd_1zTZ4IIYINk9,Tilapia smażona na patelni,"[""smażona tilapia"", ""tilapia z patelni"", ""filet z tilapii smażony""]"
fd_1zXIpvtPorYw,Czekoladowe kropelki miętowe,"[""kropelki czekoladowe miętowe"", ""czekolada miętowa do wypieków"", ""dropsy czekoladowo-miętowe""]"
fd_21Ddl9Ncnrah,Maultaschen,"[""szwabskie pierogi"", ""niemieckie pierogi"", ""pierogi z mięsem i szpinakiem""]"
fd_21F9VQM4IXn5,Dropsy z czekolady deserowej,"[""kawałki czekolady deserowej"", ""czekolada do pieczenia półsłodka"", ""dropsy czekoladowe""]"
fd_21XILP1Ptqrh,Cachapa de queso,"[""cachapa z serem"", ""wenezuelski placek kukurydziany"", ""placek z kukurydzy z serem""]"
fd_21tu9rlDY4Pd,Napój odżywczy dla dzieci bez laktozy,"[""odżywka dla dzieci bez laktozy"", ""napój pediatryczny bezlaktozowy"", ""preparat bez laktozy dla dzieci""]"
fd_220YU4BGx9mO,Paratha z warzywami,"[""paratha warzywna"", ""indyjski placek z warzywami"", ""placek paratha""]"
fd_22ajs3Fu8WFI,Ciastka kruche,"[""kruche ciasteczka"", ""szkockie kruche ciastka"", ""maślane ciastka""]"
fd_22oUIEBLsbbB,"Nadzienie brzoskwiniowe do ciasta, słodzone","[""masa brzoskwiniowa"", ""nadzienie z brzoskwiń"", ""brzoskwinie do ciasta""]"
fd_23KT4e3cUriM,Gulab jamun,"[""kulki w syropie różanym"", ""indyjski deser gulab"", ""gulab""]"
fd_23UtutmUiGj9,Klopsiki roślinne,"[""klopsy wegańskie"", ""pulpety roślinne"", ""klopsiki wegetariańskie""]"
fd_23vQ3igzRHJb,Sopa de res,"[""zupa wołowa"", ""nikaraguańska zupa wołowa"", ""rosół z wołowiny z warzywami""]"
fd_24fQTCwokt8X,"Dorsz atlantycki, surowy","[""dorsz surowy"", ""filet z dorsza"", ""świeży dorsz""]"
fd_26oxZhMG5KUJ,Bilimbi,"[""ogórecznik drzewny"", ""owoc bilimbi"", ""oskomian ogórkowy""]"
fd_27YYBLQ8Qt6P,Pintxo z txistorrą,"[""txistorra"", ""baskijska kiełbaska pintxo"", ""pincho z kiełbasą""]"
fd_2AjcuhOB32MV,Sok pomidorowy,"[""sok z pomidorów"", ""napój pomidorowy"", ""pomidorowy sok z butelki""]"
fd_2CLah7OzQtlr,Racuch z jabłkami,"[""racuchy jabłkowe"", ""pączek z jabłkiem"", ""placki jabłkowe smażone""]"
fd_2DJJEAYHjK79,Zupa grochowa wegetariańska,"[""grochówka wegetariańska"", ""zupa z grochu bez mięsa"", ""grochówka bezmięsna""]"
fd_2DUMUD1JdS4V,Pancit bihon,"[""pancit"", ""filipiński makaron ryżowy"", ""smażony makaron ryżowy""]"
fd_2E0BlXDUMAEz,Potrójny cheeseburger,"[""cheeseburger"", ""burger z trzema kotletami"", ""potrójny burger"", ""hamburger z serem""]"
fd_2E5uAPXIHeFr,Smażone ziemniaki z mielonką wieprzową,"[""ziemniaki z mielonką"", ""hasz z mielonką""]"
fd_2FlkBdJfrAtX,Dekoracje z masy cukrowej,"[""masa cukrowa"", ""lukier plastyczny"", ""fondant""]"
fd_2Fzm4TofjQDv,Popcorn do mikrofalówki słodko-solony,"[""popcorn mikrofalowy"", ""popcorn słodki"", ""prażona kukurydza do mikrofali""]"
fd_2GBCJd57GMLh,Cytryna Meyer,"[""cytryny meyer"", ""cytryna"", ""cytryna odmiany meyer""]"
fd_2GHIAfoa03Cw,Nigiri z uni,"[""nigiri z jeżowcem"", ""sushi z jeżowcem"", ""uni"", ""jeżowiec sushi""]"
fd_2GPGSPGgAU2l,Camarones al ajillo,"[""krewetki w czosnku"", ""krewetki czosnkowe"", ""krewetki w sosie czosnkowym""]"
fd_2HZJ8uXeqNxO,Leberkässemmel,"[""kanapka z leberkäse"", ""bułka z pieczenią mięsną"", ""leberkase w bułce""]"
fd_2IfKKbbGuwY2,Garibaldi,"[""ciastka garibaldi"", ""babeczki garibaldi"", ""meksykańskie ciastka z lukrem""]"
fd_2J6oeXdOc7Mk,Pędy czosnku,"[""szczypior czosnkowy"", ""łodygi czosnku"", ""strzałki czosnku""]"
fd_2JCmAvzijD4f,Ciastka kokosowe bez pieczenia,"[""kulki kokosowe"", ""ciasteczka kokosowe bez pieczenia"", ""kokosanki bez pieczenia""]"
fd_2K7Uo7ZiZkbm,Daiquiri,"[""drink daiquiri"", ""koktajl z rumem"", ""daiquiri z rumem""]"
fd_2KELCzRSVrtH,Dynia Delicata,"[""dynia"", ""delicata"", ""dynia jadalna""]"
fd_2KRu5QUZIEhX,Szafran,"[""szafran nitki"", ""przyprawa szafran"", ""szafran w nitkach""]"
fd_2KYjbR7RcO0l,Snow ice,"[""bingsu"", ""strużyny lodowe"", ""deser z mrożonego mleka"", ""lód strugany""]"
fd_2KnsBW7Ha580,Smażony sum w koszyku,"[""panierowany sum"", ""sum smażony"", ""filety z suma""]"
fd_2Ks4ywaA5PoE,Sałatka taco z mięsem mielonym,"[""sałatka taco"", ""sałatka meksykańska""]"
fd_2LDjLFnZTGeA,Sałatka antipasto,"[""sałatka włoska z wędlinami"", ""antipasti"", ""sałatka z salami i serem""]"
fd_2MJYU5piU15g,"Lód na patyku z soku pomarańczowego, mrożony","[""lód sokowy pomarańczowy"", ""lody pomarańczowe na patyku"", ""sorbet pomarańczowy na patyku""]"
fd_2MYWNa0TWYrm,Kawior,"[""ikra"", ""kawior z jesiotra"", ""czarny kawior""]"
fd_2N0gALB1FJgQ,Bajgiel everything,"[""bajgiel z ziarnami"", ""bajgiel z sezamem i makiem"", ""bajgiel""]"
fd_2NGGsBFXd6A0,Mandarynki,"[""klementynki"", ""mandarynka"", ""cytrusy mandarynki""]"
fd_2NssCWfpqP9s,Pollo a la plancha,"[""kurczak z grilla"", ""pierś z kurczaka z płyty"", ""grillowany kurczak""]"
fd_2PSkSkFyLuIZ,Granola ananasowo-kokosowa słodzona,"[""granola z ananasem i kokosem"", ""musli ananasowo-kokosowe"", ""granola słodzona""]"
fd_2PZVob1KjGmd,Ciolan cu fasole,"[""golonka z fasolą"", ""wędzona golonka z fasolą"", ""rumuńska golonka""]"
fd_2Ph6r71FcQFN,Ksylitol,"[""cukier brzozowy"", ""słodzik ksylitol""]"
fd_2PlEKttkR5Pj,Sashimi z krewetek amaebi,"[""amaebi"", ""surowe krewetki"", ""sashimi z krewetką""]"
fd_2QUEOtns5Pko,Phoenix roll,"[""rolka z krewetką w tempurze"", ""sushi z tempurą"", ""maki z krewetką""]"
fd_2R6HBBGjSISt,Kapusta wodna,"[""szpinak wodny"", ""kangkong"", ""ipomea wodna""]"
fd_2RIH6quX6U6a,Sok grejpfrutowy,"[""sok z grejpfruta"", ""grejpfrut sok"", ""sok owocowy grejpfrutowy""]"
fd_2RJd9KU7m1FU,Kanapka z szarpaną wieprzowiną na goframi,"[""gofr z szarpaną wieprzowiną"", ""kanapka z gofrów""]"
fd_2RfcN9gra0oN,"Plamiak, gotowany","[""łupacz"", ""dorsz plamiak"", ""plamiak gotowany na parze""]"
fd_2Rg6i8dUkp2T,Ryż biały na parze,"[""ryż biały"", ""ryż gotowany na parze"", ""ryż do dań chińskich""]"
fd_2RhUdOBB1COl,Arroz,"[""ryż brazylijski"", ""ryż biały brazylijski"", ""ryż z churrascarii""]"
fd_2RoYTiI3PK0V,Fraldinha,"[""brazylijski stek z płaskiego rostbefu"", ""stek fraldinha"", ""wołowina z churrascarii""]"
fd_2SO8CyL9jK8j,Fondue serowe z czarną truflą,"[""fondue z truflą"", ""fondue truflowe"", ""serowe fondue z truflami""]"
fd_2TZhLxLt9miB,Pečenje,"[""serbska pieczeń"", ""pieczona wieprzowina"", ""mięso z rożna""]"
fd_2TvAZPLg3ECN,Makaron biang biang,"[""kluski biang biang"", ""szeroki makaron chiński"", ""makaron ciągniony""]"
fd_2UQOg6fgKWdn,Qamar al-Din,"[""napój z suszonych moreli"", ""sok morelowy bliskowschodni"", ""kamareddin""]"
fd_2UTjppQQXkoe,Kanapka z szarpanym kurczakiem,"[""kurczak w sosie bbq w bułce"", ""kanapka bbq z kurczakiem""]"
fd_2V0GVgGXpxpo,Margarita z mezcalem,"[""mezcal margarita"", ""koktajl z mezcalem"", ""margarita dymna""]"
fd_2VVKfVeRmXkR,Albariño,"[""wino albariño"", ""białe wino albariño""]"
fd_2WTvxRrTbKJV,Roladki z makaronu ryżowego z krewetkami,"[""cheung fun"", ""ha cheung"", ""naleśniki ryżowe z krewetkami"", ""dim sum z krewetkami""]"
fd_2WUHG5JrvNup,Pollo guisado,"[""duszony kurczak w sosie pomidorowym"", ""gulasz z kurczaka"", ""kurczak po salwadorsku""]"
fd_2XR3Gh21lbF2,Cașcaval pane,"[""panierowany ser cascaval"", ""smażony ser rumuński"", ""ser w panierce""]"
fd_2XfmB9ODGEx7,Sambal oelek,"[""sambal"", ""pasta chili sambal"", ""indonezyjska pasta chili""]"
fd_2Y0loHD84Y9v,Muffin żytni,"[""bułeczka żytnia"", ""muffinka żytnia"", ""babeczka żytnia""]"
fd_2YCK3HMPnAiw,Mandi z kurczakiem,"[""kurczak mandi"", ""ryż mandi z kurczakiem"", ""jemeński ryż z kurczakiem""]"
fd_2YEN3sicrsHO,"Ryż żółty, gotowany","[""ryż z kurkumą"", ""żółty ryż"", ""ryż po hiszpańsku""]"
fd_2YX6VgYv6hTI,Maduros,"[""platany smażone"", ""słodkie platany"", ""banany platany smażone"", ""platanos maduros""]"
fd_2Yb4KPCBiCHT,Sudachi,"[""cytrus sudachi"", ""japońska limonka"", ""owoc sudachi""]"
fd_2Zkb8LIN0NtT,Çiğ köfte,"[""tureckie kotleciki z bulguru"", ""kofte z bulguru""]"
fd_2avwJwwqvTEq,Herbata jaśminowa,"[""herbata z jaśminem"", ""zielona herbata jaśminowa"", ""jaśminowa""]"
fd_2bDBNG25aGO0,Gofr belgijski s'mores,"[""gofr smores"", ""gofr z piankami i czekoladą"", ""gofr belgijski z piankami""]"
fd_2bzjPqg74HxZ,Półmisek owoców morza,"[""fruits de mer"", ""talerz owoców morza"", ""półmisek skorupiaków""]"
fd_2dObzdqa6o2J,"Pierś z kurczaka bez skóry i kości, gotowana","[""filet z kurczaka gotowany"", ""pierś kurczaka bez skóry"", ""gotowana pierś drobiowa""]"
fd_2dfYbjImjEG3,Peppermint mocha,"[""mocha miętowa"", ""kawa miętowa z czekoladą"", ""mocha z miętą""]"
fd_2dqqFSl5ofHt,Melon Honeydew,"[""melon"", ""melon miodowy"", ""melon spadziowy""]"
fd_2dzOL2d2Dniu,Sos barbecue chipotle,"[""sos bbq chipotle"", ""sos grillowy chipotle"", ""bbq z papryką chipotle""]"
fd_2enHnna5DITG,Syrop z kwiatów czarnego bzu,"[""syrop z czarnego bzu"", ""sok z kwiatów bzu"", ""kwiat bzu syrop""]"
fd_2fIUuqFlcMBk,Wołowina duszona,"[""pieczeń wołowa duszona"", ""rozdrabniana wołowina"", ""gulasz wołowy z pieczeni""]"
fd_2fmp1mUUywrh,"Cebula, kostka, mrożona","[""mrożona cebula"", ""cebula krojona mrożona"", ""cebula w kostce""]"
fd_2fpMxDB67Qd4,Lepinja,"[""lepinje"", ""chlebek bałkański"", ""placek bałkański"", ""pieczywo serbskie""]"
fd_2fpyfWWJSS9V,Pizza deep dish z kurczakiem buffalo,"[""pizza chicago"", ""pizza na grubym cieście z kurczakiem"", ""pizza buffalo""]"
fd_2fxDeqM0A8Cf,Płatki owsiane błyskawiczne,"[""płatki owsiane instant"", ""owsianka błyskawiczna"", ""płatki błyskawiczne""]"
fd_2g1MLtx1Ns7K,Kęsy pap z chakalaką,"[""pap z chakalaką"", ""przekąska z kaszy kukurydzianej"", ""chakalaka""]"
fd_2gc0LTY2zzmh,"Lody na patyku czekoladowe, light","[""lody wodne czekoladowe"", ""lód na patyku kakaowy"", ""lody light na patyku""]"
fd_2gllrbAO9gfu,Tradycyjne szwajcarskie fondue serowe,"[""fondue serowe"", ""fondue z serem"", ""szwajcarskie fondue""]"
fd_2gzLMLFDzg63,"Szynka szwarcwaldzka, w plastrach","[""szynka czarnoleska"", ""szynka wędzona w plastrach"", ""szynka z schwarzwaldu""]"
fd_2h1hCjPPIKaV,Paratha z paneerem,"[""paratha"", ""placek paratha z serem"", ""indyjski placek z paneerem""]"
fd_2hdk5JaVVH2C,Porzeczki białe,"[""biała porzeczka"", ""porzeczka biała owoce""]"
fd_2i4CoBHJMOb1,Pączek churro,"[""churro donut"", ""donut cynamonowy"", ""pączek cynamonowy""]"
fd_2iBv4aWs6I1h,Mielonka wieprzowa z sałatką makaronową,"[""mielonka z sałatką makaronową"", ""sałatka makaronowa z mielonką""]"
fd_2iZ2un9ZPy0Y,Talerz przekąsek,"[""zestaw przekąsek"", ""półmisek przekąsek"", ""mix przekąsek"", ""przekąski do dzielenia""]"
fd_2ifSgGJ2vae2,Bagietka wieloziarnista,"[""bagietka z ziarnami"", ""pieczywo wieloziarniste bagietka"", ""bagietka mieszana""]"
fd_2l8btPY5YMpQ,Philly cheesesteak,"[""kanapka z wołowiną i serem"", ""cheesesteak"", ""kanapka philly""]"
fd_2lAkbyyD8bAQ,Mchadi,"[""gruziński chleb kukurydziany"", ""placek kukurydziany"", ""chleb z mąki kukurydzianej""]"
fd_2lDXuLOcAt5t,Kanapka z kurczakiem buffalo,"[""bagietka z kurczakiem buffalo"", ""kurczak buffalo w bułce""]"
fd_2lJxuiDcHHzJ,Kanapka śniadaniowa z jajkiem i serem,"[""kanapka z jajkiem"", ""muffin z jajkiem i serem"", ""bułka z jajkiem""]"
fd_2lvui76m7kEQ,Mieszanka do wypieku muffinów bananowych,"[""mieszanka na muffiny bananowe"", ""proszek na ciasto bananowe"", ""mieszanka do ciasta bananowego""]"
